JobTitel,CompanyName,Skills
Sales Engineer,Gila Electric -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · IT · Sales · sales skills · Sales Target · B2B · B2C
Vodafone IR Customer Support - Home Based- Non Cairo Residents.,_VOIS Egypt -,Full TimeShift BasedWork From HomeEntry Level · 1 - 5 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support · Communication skills · English · Communication · C1
Customer Support Specialist (VOIS) Remote work-Non Cairo Residents,_VOIS Egypt -,Full TimeShift BasedWork From HomeEntry Level · 1 - 5 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Care · Customer Support · c1 · Communication skills · English · Call Centre · Communication
Business Developer,EMS Solutions -,Full TimeEntry Level · 1+ Yrs of Exp · Business Development · Sales/Retail · Engineering - Mechanical/Electrical · Business Development · B2B · B2C · Business · Sales · Sales Skills · Sales Target
Senior iOS Developer,Fawry Banking & Payment Technology Services -,Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · iOS · APIs · RESTful · Core Animation · Core Data
IOS Developer,Yomicepa LLC -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · React Native · Software Development · React · APIs · RESTful APIs · RESTful
Sales Account Executive,florentine foods -,Full TimeExperienced · 3 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Sales/Retail · B2B · Sales · Account executive · B2C · Sales Target · English · Communication
Embedded System Engineer,Confidential -,Full TimeExperienced · 4 - 8 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Other · Embedded System · Embedded C · stm32 · Altium · uart · Raspberry Pi · PCB Design
Sales Specialist,Bayan-tech -,Full TimeEntry Level · 0 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail · B2B · English · Fresh · Sales Target · Business Development · offshore · Telesales · Telemarketing
SAP C4C Consultant,Talaat Moustafa Group -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · SAP · Computer Science · SAP S/4HANA · S/4HANA · Engineering · Integration · UI
Senior Operation and Account Manager - (B2B & B2C Online Booking System),Safa Soft -,Full TimeExperienced · 3 - 6 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Operations · Tourism · Travel · IT · Customer Service · English · Arabic
Senior iOS Developer,Fawry Banking & Payment Technology Services -,Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · iOS · APIs · RESTful · Core Animation · Core Data
IOS Developer,Yomicepa LLC -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · React Native · Software Development · React · APIs · RESTful APIs · RESTful
iOS Developer,Madar Soft -,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · Information Technology (IT) · Git · Computer Science · Swift · Software Development · RESTful APIs
Cloud Engineer,34ML -,Full TimeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · MEAN Stack · Mobile Development · Objective-C · Software Design · Web Development · Web Design
iOS Developer,34ML -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · Mobile Development · Objective-C · iOS · Mobile Applications · iOS Development · OOP
Vue.Js Front-End Developer,34ML -,Full TimeEntry Level · 0 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · REST · Mobile Development · Objective-C · Software Design · UI
Senior iOS Developer,Sarmady -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Software Development · REST · JSON · Objective-C · Information Technology (IT) · Engineering · Swift
Senior iOS Developer,LINK Development -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · Software Development · Engineering · Information Technology (IT) · Mobile Platforms · iOS Development · Mobile Development
IOS Mobile Developer -Mansoura,qTech. "AlQemam" -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Objective-C · Java · OpenGL · Mobile Development · Computer Science · Computer Engineering · Software Engineering
C/C++ Software Engineer,Confidential -,Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · c/c++ · mongodb · oop · Software Development · Computer Science · Information Technology (IT) · Software Engineering · Software
Mobile App Developer (React Native),"Salney, Inc. -",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · WebRTC · Mobile Apps Development · Apps · objective c · Java · Mobile Development · Information Technology (IT)
Junior Business Developer,Target For Property -,Full TimeEntry Level · 1 - 2 Yrs of Exp · Business Development · Sales/Retail · Business Development · Digital Marketing · Sales Target · sales skills · Sales · B2B · Communication · Marketing
ERP Analyst,Xceed -,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · PHP · Analysis · . Net · MS SQL · ERP · Microsoft SQL Server · .NET
Senior iOS Developer,Arab Apps -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · Information Technology (IT) · iOS · RESTful · Swift · ui · Development · Computer Science
Mid Level iOS Developer,Arab Apps -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cocoa Touch · APIs · Git · Mobile Development · Swift · Software Development · Information Technology (IT) · Computer Science
Senior Flutter Mobile Developer,Confidential -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Android · flutter · Software Development · Information Technology (IT) · iOS · Design · Engineering
IOS Developer,Yomicepa LLC -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · React Native · Software Development · React · APIs · RESTful APIs · RESTful
IOS Mobile Developer - (Alexandria),Softxpert Incorporation  -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Software Development · iOS · OOP · Swift · REST · JSON
Senior iOS Developer,Fawry Banking & Payment Technology Services -,Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · iOS · APIs · RESTful · Core Animation · Core Data
IOS App Developer,Premier Services and Recruitment -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · App developer · Computer Science · Information Technology (IT) · iOS · Ios App · Software Development · app · developer
Mobile Developer,Dafa -,Full TimeExperienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · iOS · Information Technology (IT) · Design · Computer Science · Android · Programming · React Native
iOS Developer,Madar Soft -,Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Objective-C · iOS · Information Technology (IT) · Git · Computer Science · Swift · Software Development · RESTful APIs
IOS App Developer,Quantum Promoting Network -,Full TimeSenior Management · 2 - 8 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · iOS · Software · Software Development · Swift · Software Engineering
Senior iOS Developer,Nabd -,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Git · Software Engineering · iOS · iOS Development · Swift
Senior IOS Developer,Luftborn -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · iOS · iOS Development · Swift · REST · Firebase
IOS Developer,Rowaad -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology · IT · Computer Science · IOS · IOS Development · Software · Software Development · iOS
iOS Developer,34ML -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Information Technology (IT) · Mobile Development · Objective-C · iOS · Mobile Applications · iOS Development · OOP
Mobile Lead Developer,iHorizons -,Full TimeWork From HomeManager · 7 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Team Leadership · iOS Development · Android Development · Swift · Kotlin · Mobile Application Development · Information Technology (IT) · Computer Science
Ruby On Rails - Team Leader,Qardy -,Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Information Technology (IT) · Rails · Ruby · Ruby on Rails · Software
Ruby Developer,Generation Y -,Freelance / ProjectWork From HomeExperienced · 3+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · JavaScript · Git · HTML · CSS · HTML5
Senior Ruby on Rails Developer,FlairsTech -,Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby on Rails · Apollo · CSS · React · HTML · Js · vue2 · MongoDB
Ruby on Rails Developer,Remote Platz -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · RESTful · APIs · Back-end · Ruby on Rails · Database Design · Git · Information Technology (IT)
Ruby On Rails Software Developer - German Account,Procrew -,Full TimeExperienced · 3 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Communication skills · Agile · Computer Science · Development · CSS · Software Engineering
Ruby ON Rails Developer,Carzami -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · Rails · Software Development · PostgreSQL
Web Developer (Ruby On Rails),citPEAK -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Ruby · Ruby On Rails · SQL · Rails · Linux
Software Engineer (Ruby On Rails),Qoyod -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Ruby on Rails · Information Technology (IT) · Engineering · Ruby · Software Development · HTML5 · MVC
Backend Developer (Python/Ruby),Nile University -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · back-end · Programming · Python · Ruby · Software Development · Computer Science · Information Technology (IT) · OWASP
Ruby on Rails Developer (Fluent in English),Fekra Technology Solutions and Construction -,Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Software Development · Agile · Information Technology (IT) · Python · React · Design
Ruby ON Rails Developer,Digital Experts  -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ruby on Rails · Software Development · JSON API’s · Computer Science · Information Technology (IT) · JSON · Programming · Python
Principal Engineer,Generation Y -,Freelance / ProjectWork From HomeExperienced · 4 - 8 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology · Ruby · Ruby on Rails · VueJS · ES6 · MySQL · Elasticsearch · Redis
Senior Full Stack Developer,Dafater -,Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · CSS · HTML · javaScript
Trevipay| Senior Software Testing Engineer,Kalasko -,Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Selenium · Testim.io · Katalon Studio · CI/CD · Apache JMeter · Sitespeed.io · Java
Devops Engineer,42 Group -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Software Development · Computer Science · Database SQL Server · Devops Engineer · Engineering · Git · Information Technology (IT)
R&D Formulator - Cosmetic,Veexia -,Part TimeExperienced · 2 - 4 Yrs of Exp · R&D/Science · Pharmaceutical · Formulation · R&D · Engineering · Science · Pharmaceutical · Cosmetic
R&D Chemist,Eagle Chemicals -,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Engineering - Other · Research · Science · Chemistry · English · Processes · R&amp;D · Testing · Safety
R&D Product Lifecycle Engineer,Groupe- Atlantic -,InternshipEntry Level · R&D/Science · Engineering - Mechanical/Electrical · Mechanical · R&D · Mechanical Engineering · Engineering · English
Senior A/R Accountant,ATRIC Developments -,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · AR · Finance · Real Estate · Communication skills · Financial · Financial Analysis · Commerce
R&D Chemist,Target for Chemicals industry and trade -,Full TimeExperienced · 2 - 5 Yrs of Exp · R&D/Science · Analyst/Research · Chemical · Research · Science · R&D · Chemistry · Chemist
R&D Chemist,Union Coatings & Chemical Industries -,Full TimeEntry Level · 0 - 1 Yrs of Exp · R&D/Science · Engineering - Other · Science · Research · Development · Engineering · Chemistry · Chemical Engineering · Paints · R & D
Mechanical Design / R&D Engineer,Confidential -,Full TimeEntry Level · 1+ Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · AutoCAD · Design · R&D · English · Mechanical · Solid Works
Accounts Receivable Accountant (A/R Accountant),ABCO Group  -,Full TimeExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Accounts Receivable · Commerce · ERP · Communication · A/R · FMCG
Sr. A/R Accountant,Jamjoom Pharma -,Full TimeExperienced · 4 - 7 Yrs of Exp · Accounting/Finance · A/R · Accounting · Finance · Communication · Commerce · Communication skills · Financial Analysis · MS Office · SAP
R&D Stability Analyst,Al Andalous Pharmaceutical Industries -,Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Pharmaceutical · Pharmaceutical · Research · Analysis · Pharmacy · R&amp;D · Science · Pharmaceutical Industries
R&D Specialist,CEUTIKA -,Full TimeEntry Level · 0 - 2 Yrs of Exp · R&D/Science · Pharmaceutical · QA · QC · R&amp;D · Research · Science · Pharmacy
Account Receivable A/R,Tamweely -,Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Accounts Receivable · AR · Accounts · Microsoft Excel · ERP System
R&D Formulation Specialist,Rameda -,Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Science · Pharmacy · Research · Pharmaceutical · Production · Preformulation · R&D
R&D Chemist Engineer (Water Base \Solvent Base),Jazeera Paints -,Full TimeExperienced · 5 - 10 Yrs of Exp · R&D/Science · Manufacturing/Production · Chemistry · Science · Chemical Engineering · Engineering · Paints Technology · Paints · R&D · English
R&D Formulation Specialist,APEX Pharma -,Full TimeExperienced · 2 - 5 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Pharmacy · Research · Formulation · Science · Pharmaceutical · R&D · Pharmaceutical Industry
Electrical Design Engineering Consultant,Raafat Miller Consulting -,Full TimeExperienced · 2 - 15 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Design · Electrical · Electrical Engineering · Engineering · AutoCAD · Revit · Power · Microsoft Office
Research And Development Engineer,Simplex -,Full TimeExperienced · 5 - 6 Yrs of Exp · R&D/Science · Analyst/Research · Engineering - Mechanical/Electrical · Engineering · Mechatronics · Python · SolidWorks · CAD · Research Development
Embedded Software Low Level Engineer,Collars HR -,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Software Engineering · Information Technology (IT) · SPI · Communication · OpenCV · ROS
Data Analyst,CRIF EGYPT -,Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · analytical · Data Analysis · Python · SAS · R · C/C++ · Computer Science · Analysis
Senior Mechanical Technical Office Engineer,Elaraby Group -,Full TimeExperienced · 4 - 6 Yrs of Exp · Engineering - Mechanical/Electrical · HVAC · Mechanical Engineering · Project Management · Mechanical · Engineering · Technical Office
Material Control Specialist,Confidential -,Full TimeEntry Level · 1 - 2 Yrs of Exp · Logistics/Supply Chain · Manufacturing/Production · ERP · English · Computer Science · computer · Manufacturing · Microsoft Office · Material Management · Material Control
Landscape BIM Coordinator,Confidential -,Full TimeExperienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Revit · AutoCAD · BIM 360 · Coordination · Landscape · Architecture · ProjectWise · 3D Modeling
Senior Mechanical Engineer,Confidential -,Full TimeExperienced · 7+ Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Design · Engineering · Construction · HVAC · Mechanical · Mechanical Engineering · Revit · Technical Office
Senior Microsoft CRM Developer,Confidential -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Science · CRM · Information Technology (IT) · Programming · Software Development · Software Engineering
Graphic Designer (Gharbia),Confidential -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Design · Graphic Design · Computer Skills · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Graphic
Legal Affairs Section Head,Confidential -,Full TimeManager · 8+ Yrs of Exp · Administration · Legal · Manufacturing/Production · Legal Affairs · Legal · Law · Regulatory Affairs · section head · Management
Quality Engineer,Confidential -,Full TimeExperienced · 2 - 5 Yrs of Exp · Quality · Engineering - Mechanical/Electrical · Engineering · Quality Assurance · Quality Control · Quality Management · quality · Mechanical · English · Manufacturing
Repair Engineer,Confidential -,Full TimeEntry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · SMTP · Engineering · Electronics · Repair · Arabic · English · Installation · Maintenance
Regulatory Affairs Section Head,Confidential -,Full TimeManager · 10+ Yrs of Exp · R&D/Science · Operations/Management · Pharmaceutical · Regulatory · Regulatory Affairs · Pharmacy · Pharmaceutical · Registeration · Science · English
Senior Technical Support,Confidential -,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Customer Service · Customer Support · Information Technology (IT) · Support · Technical Support · technical · Communication skills
Quality & Safety Engineer / Specialist,Confidential -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · OSHA · Fire Fighting · First Aid · Production · HSE · Manufacturing · Engineering
Quality Engineer,Confidential -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · quality · Quality engineer · Quality Assurance · Engineering · Quality Control · Mechanical Engineering · Manufacturing
Technical Support Engineer -(Team Leader) (PC/ Laptops),Confidential -,Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Hardware Maintenance · Software Engineering · PC Troubleshooting · Microsoft Windows · Windows · Engineering · Engineering Services
Financial Manager,Confidential -,Full TimeManager · 8 - 12 Yrs of Exp · Accounting/Finance · Banking · Operations/Management · Accounting · Budget · Financial Services · Finance · Financial Manager · Financial Management · Financial Analysis
Establishing Companies Agent (Legal),Confidential -,Full TimeExperienced · 3+ Yrs of Exp · Accounting/Finance · Legal · Establishing · Computer Skills · Microsoft Office · Accounting · Commerce · Law · Legal · Accounting Firms
Go Backend Developer,Atomica -,Full TimeWork From HomeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · backend · JSON · Software Development · AWS · JavaScript · Software Engineering · Golang
GO Backend Developer - Team Leader,360Imaging -,Full TimeWork From HomeManager · 5+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Backend · Golang · AWS · Agile · javascript · Software · Software Development
DevOps Engineer Team Leader,Confidential -,Full TimeManager · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Software Engineering · Engineering · Software Development · DevOps · AWS · Docker · Varnish
Senior DevOps Engineer - Cairo,Confidential -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Software Engineering · Engineering · Software Development · DevOps · AWS · Docker · Varnish
Senior Java Software Engineer,Jumia -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Programming · Docker · Development · Design · Hibernate · Computer Science · Java · Information Technology (IT)
Java Engineering Manager - Jumia (Full-Time),Jumia -,Full TimeManager · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Java · Software · Spring Boot · Information Technology (IT) · English
Senior Software Engineer (BackEnd),GoTrah -,Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · backend · Computer Science · Information Technology (IT) · Software engineer · Software Engineering · Software · senior
SRE Engineer,Advansys ESC -,Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Cloud · Computer Science · Go · Linux · Python · Shell · ELK
SAP SD Key User,Confidential -,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Sales · SAP · ERP · ABAP · Accounting · Engineering
Android Developer,Premier Services and Recruitment -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · android developer · Computer Science · Information Technology (IT) · Software Development · developer · XML · SQL
Human Resources/Finance Manager (International Mobile Staff),Médecins Sans Frontières / ????? ??? ????  - International field work -,Freelance / ProjectManager · 2 - 20 Yrs of Exp · Accounting/Finance · Human Resources · Operations/Management · Finance · Human Resources (HR) · Management · Accounting · HR · Recruitment · Payroll
Software Sales Executive,Confidential -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Sales/Retail · Business Development · CRM · Sales · Software Sales · sofrware system · Business Administration · Customer Service · English
Senior Marketing Specialist,Pioneers Information Technology Co. Ltd. -,Full TimeExperienced · 3+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · B2B · E-Marketing · English · Social Media · Media
Information Security Specialist,Seoudi Supermarket -,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Information Security · Security · Communication skills · Computer Engineering
Online Native English Instructor - Non Egyptians,SYE English Community -,Full TimePart TimeWork From HomeEntry Level · 1+ Yrs of Exp · Education/Teaching · Training/Instructor · Teaching · Education · English Teaching · Instructor · UK · Canada · USA · Australia
Scala Developer,FlairsTech -,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · AWS · Computer Science · Git · JavaScript · PostgreSQL · Software Development · Scala
Senior Data Integration Consultant,egabi solutions -,Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Teradata · Oracle · ETL · Information Technology (IT) · Data Warehouse · IBM · Informatica
Senior Software Engineer (BackEnd),GoTrah -,Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · backend · Computer Science · Information Technology (IT) · Software engineer · Software Engineering · Software · senior
Lead Software Engineer,GoTrah -,Full TimeManager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Information Technology (IT) · JavaScript · Java · OOP · Programming · Git
Senior Data Engineer,Kalasko -,Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Information Technology (IT) · Data Engineering · Git · SQL · DevOps · Azure · AWS
Big data Expert,Perfect Presentation -,Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Big Data · Information Technology (IT) · Computer Science
Senior Data Integration Consultant,National System LLC -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Data Warehouse · Engineering · ETL · Git · Information Technology (IT) · Java · Oracle
Senior Front End Developer,YOCO -,Full TimeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Android · Java · Js · JavaScript · Programming · Software Development
Senior Front End Engineer,YOCO -,Full TimeExperienced · 8 - 10 Yrs of Exp · IT/Software Development · Frontend · React JS
Senior Data Management Engineer,BBI-Consultancy -,Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ETL · NoSQL · Python · SQL · Informatica · Informatica ETL
Senior QA Engineer,Mado -,Full TimeWork From HomeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · java · Software Development · Information Technology (IT) · Git · English · JIRA
Digital Verification Engineers, Si-Vision -,Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Electronics Engineering · Engineering · Electronics · OVM · Perl · TCL · uvm
Senior Infrastructure Engineer,siParadigm Egypt -,Full TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · Engineering · Information Technology (IT) · Infrastructure · Linux · Computer Science · computer · HTTP
Software/Data Engineer,Confidential -,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Computer Science · Engineering · English · Java · MongoDB · Programming
Linux System Admin,Caduceus Lane -,Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Apache · CentOS · Computer Science · DNS · HTTP · Information Systems · Information Technology (IT)
DevOps Engineer,Hitop -,Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS Cloud · Cloud · AWS · DevOps · Systems · Security · Computer Science
Senior Software Developer,Globaction -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · c# · DevOps · ADO.Net · Database · Computer Science · Information Technology (IT) · Agile
Layout Design Engineer, Si-Vision -,Full TimeEntry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Analog · Computer Science · Design · Electronics · Engineering · fabrication · Layout · Layout Design · Linux
Linux Systems Admin / Engineer, Qeema -,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · Software Engineering · Engineering · Git · Information Technology (IT) · MySQL · Python · Troubleshooting
TSS / Care Engineer Lead,Viavi Solutions -,Full TimeExperienced · 4 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Technical support engineer · Technical Support · Support engineer · Support · Computer Science · Computer Engineering · IT
Senior Devops Engineer,Confidential -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Programming · IT · computer · Software Development · Kubernetes · Software Testing · Python
Open Source Database Team Lead - Giza,e-finance -,Full TimeManager · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · SQL · Unix/Linux · Unix · MySQL · NoSQL · Computer Engineering · Computer Science
Senior Red Hat Linux Administrator,Evolvice GmbH -,Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Ansible · CI/CD · Configuration · Linux · Python · System Administration · Redhat
Senior Linux Administrator,ISFP -,Full TimeExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Linux · Information Technology (IT)
Senior Devops Engineer,Caelum Egypt -,Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Docker · DevOps · Engineering · Git · Linux · Python · Information Technology (IT)
